gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score
PIK3CA	5290	NA	2.6946e-01	8.7514e+00
PIK3CA	ENSG00000121879	chr3	2.6946e-01	8.7514e+00
PIK3CB	5291	NA	3.7244e-01	4.8652e+00
PIK3CB	ENSG00000051382	chr3	3.7244e-01	4.8652e+00
PIK3CD	5293	NA	2.3650e-01	7.0436e+00
PIK3CD	ENSG00000171608	chr1	2.3650e-01	7.0436e+00
PIK3CG	5294	NA	6.7312e-01	1.5292e+00
PIK3CG	ENSG00000105851	chr7	6.7312e-01	1.5292e+00
PIK3IP1	113791	NA	1.2504e+00	3.0344e-01
PIK3IP1	ENSG00000100100	chr22	1.2504e+00	3.0344e-01
PIK3R1	5295	NA	4.0329e-01	3.9942e+00
PIK3R1	ENSG00000145675	chr5	4.0329e-01	3.9942e+00
PIK3R2	5296	NA	6.6351e-01	1.9519e+00
PIK3R2	ENSG00000105647	chr19	6.6351e-01	1.9519e+00
PIK3R3	8503	NA	1.2524e+00	-9.4367e-01
PIK3R3	ENSG00000117461	chr1	1.2524e+00	-9.4367e-01
PIK3R4	30849	NA	4.3088e-01	3.3450e+00
PIK3R4	ENSG00000196455	chr3	4.3088e-01	3.3450e+00
PIK3R5	23533	NA	4.5279e-01	3.6760e+00
PIK3R5	ENSG00000141506	chr17	4.5279e-01	3.6760e+00
PIK3R6	146850	NA	1.2752e+00	-1.4803e-01
PIK3R6	ENSG00000276231	chr17	1.2752e+00	-1.4803e-01
PIKFYVE	200576	NA	5.4983e-01	3.1893e+00
PIKFYVE	ENSG00000115020	chr2	5.4983e-01	3.1893e+00
PILRA	29992	NA	1.4691e+00	1.4121e+00
PILRA	ENSG00000085514	chr7	1.4691e+00	1.4121e+00
PILRB	29990	NA	1.4421e+00	4.9673e-01
PILRB	ENSG00000121716	chr7	1.4717e+00	4.9482e-01
PIM1	5292	NA	4.5502e-01	2.8811e+00
PIM1	ENSG00000137193	chr6	4.5502e-01	2.8811e+00
PIM2	11040	NA	4.3164e-01	2.1069e+00
PIM2	ENSG00000102096	chrX	4.3164e-01	2.1069e+00
PIM3	415116	NA	7.5147e-01	-9.8810e-02
PIM3	ENSG00000198355	chr22	7.5147e-01	-9.8810e-02
PIMREG	54478	NA	1.1451e+00	5.7945e-01
PIMREG	ENSG00000129195	chr17	1.1451e+00	5.7945e-01
PIN1	5300	NA	7.2478e-01	1.1757e+00
PIN1	ENSG00000127445	chr19	7.2478e-01	1.1757e+00
PIN4	5303	NA	9.3088e-01	1.0883e+00
PIN4	ENSG00000102309	chrX	9.3088e-01	1.0883e+00
PINK1	65018	NA	1.2891e+00	5.0310e-01
PINK1	ENSG00000158828	chr1	1.2891e+00	5.0310e-01
PINLYP	390940	NA	1.2341e+00	-3.6320e-01
PINLYP	ENSG00000234465	chr19	1.2341e+00	-3.6320e-01
PINX1	54984	NA	1.7811e+00	-3.9670e+00
PINX1	ENSG00000254093	chr8	1.7811e+00	-3.9670e+00
PINX1	ENSG00000258724	chr8	1.5123e+00	-3.7374e+00
PIP	5304	NA	1.2283e+00	2.4008e-01
PIP	ENSG00000159763	chr7	1.2283e+00	2.4008e-01
PIP4K2A	5305	NA	5.1028e-01	1.6055e+00
PIP4K2A	ENSG00000150867	chr10	5.1028e-01	1.6055e+00
PIP4K2B	8396	NA	1.8446e-01	4.1415e+00
PIP4K2B	ENSG00000276293	chr17	1.8446e-01	4.1415e+00
PIP4K2C	79837	NA	6.7266e-01	1.5893e+00
PIP4K2C	ENSG00000166908	chr12	6.7266e-01	1.5893e+00
PIP4P1	90809	NA	6.7775e-01	1.6868e+00
PIP4P1	ENSG00000165782	chr14	6.7775e-01	1.6868e+00
PIP4P2	55529	NA	8.3782e-01	1.2939e+00
PIP4P2	ENSG00000155099	chr8	8.3782e-01	1.2939e+00
PIP5K1A	8394	NA	8.0643e-01	3.9814e+00
PIP5K1A	ENSG00000143398	chr1	8.0643e-01	3.9814e+00
PIP5K1B	8395	NA	8.1067e-01	3.1427e+00
PIP5K1B	ENSG00000107242	chr9	8.1067e-01	3.1427e+00
PIP5K1C	23396	NA	7.2049e-01	2.7828e+00
PIP5K1C	ENSG00000186111	chr19	7.2049e-01	2.7828e+00
PIP5KL1	138429	NA	1.2110e+00	-5.3627e-01
PIP5KL1	ENSG00000167103	chr9	1.2110e+00	-5.3627e-01
PIPOX	51268	NA	1.2043e+00	7.7124e-01
PIPOX	ENSG00000179761	chr17	1.2043e+00	7.7124e-01
PIR	8544	NA	1.2983e+00	9.5313e-03
PIR	ENSG00000087842	chrX	1.2983e+00	9.5313e-03
PIRT	644139	NA	1.5076e+00	9.4624e-02
PIRT	ENSG00000233670	chr17	1.5076e+00	9.4624e-02
PISD	23761	NA	1.0097e+00	4.4887e-01
PISD	ENSG00000241878	chr22	9.6237e-01	4.6216e-01
PITHD1	57095	NA	5.2460e-01	1.2885e+00
PITHD1	ENSG00000057757	chr1	5.2460e-01	1.2885e+00
PITPNA	5306	NA	4.1115e-01	2.9523e+00
PITPNA	ENSG00000174238	chr17	4.1115e-01	2.9523e+00
PITPNB	23760	NA	5.2907e-01	3.3431e+00
PITPNB	ENSG00000180957	chr22	5.2907e-01	3.3431e+00
PITPNC1	26207	NA	5.9776e-01	2.6766e+00
PITPNC1	ENSG00000154217	chr17	5.9776e-01	2.6766e+00
PITPNM1	9600	NA	6.7366e-01	3.4919e+00
PITPNM1	ENSG00000110697	chr11	6.7366e-01	3.4919e+00
PITPNM2	57605	NA	3.5107e-01	5.6570e+00
PITPNM2	ENSG00000090975	chr12	3.5107e-01	5.6570e+00
PITPNM3	83394	NA	3.5358e-01	3.0579e+00
PITPNM3	ENSG00000091622	chr17	3.5358e-01	3.0579e+00
PITRM1	10531	NA	9.0870e-01	-1.7932e+00
PITRM1	ENSG00000107959	chr10	9.0870e-01	-1.7932e+00
PITX1	5307	NA	4.3579e-01	1.0866e+00
PITX1	ENSG00000069011	chr5	4.3579e-01	1.0866e+00
PITX2	5308	NA	3.9220e-01	2.4876e+00
PITX2	ENSG00000164093	chr4	3.9220e-01	2.4876e+00
PITX3	5309	NA	6.4661e-01	1.4209e+00
PITX3	ENSG00000107859	chr10	6.4661e-01	1.4209e+00
PIWIL1	9271	NA	7.7520e-01	4.4490e+00
PIWIL1	ENSG00000125207	chr12	7.7520e-01	4.4490e+00
PIWIL2	55124	NA	8.3624e-01	-7.3102e-01
PIWIL2	ENSG00000197181	chr8	8.3624e-01	-7.3102e-01
PIWIL3	ENSG00000184571	chr22	1.0868e+00	5.4128e-01
PIWIL4	143689	NA	6.2707e-01	2.0639e+00
PIWIL4	ENSG00000134627	chr11	6.2707e-01	2.0639e+00
PJA1	64219	NA	7.4334e-01	1.7200e+00
PJA1	ENSG00000181191	chrX	7.4334e-01	1.7200e+00
PJA2	9867	NA	5.0397e-01	3.1426e-01
PJA2	ENSG00000198961	chr5	5.0397e-01	3.1426e-01
PJVK	494513	NA	1.1744e+00	8.0433e-02
PJVK	ENSG00000204311	chr2	1.1744e+00	8.0433e-02
PKD1	5310	NA	2.6938e-01	-1.5304e+00
PKD1	ENSG00000008710	chr16	2.6938e-01	-1.5304e+00
PKD1L1	168507	NA	8.1285e-01	1.3541e+00
PKD1L1	ENSG00000158683	chr7	8.1285e-01	1.3541e+00
PKD1L2	ENSG00000166473	chr16	1.5498e+00	-7.5459e+00
PKD1L3	342372	NA	1.4452e+00	-5.5602e+00
PKD1L3	ENSG00000277481	chr16	1.4452e+00	-5.5602e+00
PKD2	5311	NA	5.7645e-01	2.1337e+00
PKD2	ENSG00000118762	chr4	5.7645e-01	2.1337e+00
PKD2L1	9033	NA	1.0008e+00	1.8773e-01
PKD2L1	ENSG00000107593	chr10	1.0008e+00	1.8773e-01
PKD2L2	27039	NA	9.7836e-01	1.3567e+00
PKD2L2	ENSG00000078795	chr5	9.7836e-01	1.3567e+00
PKDCC	91461	NA	1.0382e+00	-1.0731e+00
PKDCC	ENSG00000162878	chr2	1.0382e+00	-1.0731e+00
PKDREJ	10343	NA	NA	2.4166e+00
PKDREJ	ENSG00000130943	chr22	NA	2.4166e+00
PKHD1	5314	NA	7.7828e-01	7.6215e-01
PKHD1	ENSG00000170927	chr6	7.7828e-01	7.6215e-01
PKHD1L1	93035	NA	1.0151e+00	-6.3285e-01
PKHD1L1	ENSG00000205038	chr8	1.0151e+00	-6.3285e-01
PKIA	5569	NA	1.2000e+00	6.0719e-01
PKIA	ENSG00000171033	chr8	1.2000e+00	6.0719e-01
PKIB	5570	NA	1.3896e+00	-6.3375e-02
PKIB	ENSG00000135549	chr6	1.3896e+00	-6.3375e-02
PKIG	11142	NA	6.9292e-01	1.1293e+00
PKIG	ENSG00000168734	chr20	6.9292e-01	1.1293e+00
PKLR	5313	NA	9.2979e-01	1.2964e+00
PKLR	ENSG00000143627	chr1	9.2979e-01	1.2964e+00
PKM	5315	NA	5.3642e-01	3.2846e+00
PKM	ENSG00000067225	chr15	5.3642e-01	3.2846e+00
PKMYT1	9088	NA	9.3364e-01	-6.4469e-02
PKMYT1	ENSG00000127564	chr16	9.3364e-01	-6.4469e-02
PKN1	5585	NA	7.2615e-01	1.1339e+00
PKN1	ENSG00000123143	chr19	7.2615e-01	1.1339e+00
PKN2	5586	NA	4.1820e-01	3.9372e+00
PKN2	ENSG00000065243	chr1	4.1820e-01	3.9372e+00
PKN3	29941	NA	9.5812e-01	1.8474e+00
PKN3	ENSG00000160447	chr9	9.5812e-01	1.8474e+00
PKNOX1	5316	NA	4.4528e-01	1.5575e+00
PKNOX1	ENSG00000160199	chr21	4.4528e-01	1.5575e+00
PKNOX2	63876	NA	4.1185e-01	1.8545e+00
PKNOX2	ENSG00000165495	chr11	4.1185e-01	1.8545e+00
PKP1	5317	NA	4.8749e-01	-1.2194e-01
PKP1	ENSG00000081277	chr1	4.8749e-01	-1.2194e-01
PKP2	5318	NA	1.0633e+00	1.2993e+00
PKP2	ENSG00000057294	chr12	1.0633e+00	1.2993e+00
PKP3	11187	NA	1.0585e+00	-2.4874e+00
PKP3	ENSG00000184363	chr11	1.0585e+00	-2.4874e+00
PKP4	8502	NA	7.3910e-01	1.5810e+00
PKP4	ENSG00000144283	chr2	7.3910e-01	1.5810e+00
PLA1A	51365	NA	1.2135e+00	5.2000e-02
PLA1A	ENSG00000144837	chr3	1.2135e+00	5.2000e-02
PLA2G10	8399	NA	1.9818e+00	6.5609e-01
PLA2G10	ENSG00000069764	chr16	1.9818e+00	6.5609e-01
PLA2G12A	81579	NA	1.1346e+00	6.4508e-01
PLA2G12A	ENSG00000123739	chr4	1.1346e+00	6.4508e-01
PLA2G12B	84647	NA	1.2523e+00	1.5094e+00
PLA2G12B	ENSG00000138308	chr10	1.2523e+00	1.5094e+00
PLA2G15	23659	NA	7.0978e-01	1.2990e+00
PLA2G15	ENSG00000103066	chr16	7.0978e-01	1.2990e+00
PLA2G1B	5319	NA	1.5594e+00	-7.2370e-02
PLA2G1B	ENSG00000170890	chr12	1.5594e+00	-7.2370e-02
PLA2G2A	5320	NA	1.0570e+00	1.4119e+00
PLA2G2A	ENSG00000188257	chr1	1.0570e+00	1.4119e+00
PLA2G2C	391013	NA	1.6156e+00	3.6393e-01
PLA2G2C	ENSG00000187980	chr1	1.6156e+00	3.6393e-01
PLA2G2D	26279	NA	1.8408e+00	-4.8768e-01
PLA2G2D	ENSG00000117215	chr1	1.8408e+00	-4.8768e-01
PLA2G2E	30814	NA	1.3271e+00	5.1675e-01
PLA2G2E	ENSG00000188784	chr1	1.3271e+00	5.1675e-01
PLA2G2F	64600	NA	1.6001e+00	-5.3248e-01
PLA2G2F	ENSG00000158786	chr1	1.6001e+00	-5.3248e-01
PLA2G3	50487	NA	9.9363e-01	-2.4663e-01
PLA2G3	ENSG00000100078	chr22	9.9363e-01	-2.4663e-01
PLA2G4A	5321	NA	6.3574e-01	2.6949e+00
PLA2G4A	ENSG00000116711	chr1	6.3574e-01	2.6949e+00
PLA2G4B	100137049	NA	1.4804e+00	-2.1856e+00
PLA2G4B	ENSG00000243708	chr15	1.4804e+00	-2.1856e+00
PLA2G4C	8605	NA	1.0685e+00	7.1753e-01
PLA2G4C	ENSG00000105499	chr19	1.0685e+00	7.1753e-01
PLA2G4D	283748	NA	1.0205e+00	-2.0265e-01
PLA2G4D	ENSG00000159337	chr15	1.0205e+00	-2.0265e-01
PLA2G4E	123745	NA	9.2345e-01	2.5488e-01
PLA2G4E	ENSG00000188089	chr15	9.2345e-01	2.5488e-01
PLA2G4F	255189	NA	1.1975e+00	-1.0283e+00
PLA2G4F	ENSG00000168907	chr15	1.1975e+00	-1.0283e+00
PLA2G5	5322	NA	1.2258e+00	2.5818e-01
PLA2G5	ENSG00000127472	chr1	1.2258e+00	2.5818e-01
PLA2G6	8398	NA	9.1381e-01	2.0294e+00
PLA2G6	ENSG00000184381	chr22	9.1381e-01	2.0294e+00
PLA2G7	7941	NA	1.5665e+00	-1.3964e+00
PLA2G7	ENSG00000146070	chr6	1.5665e+00	-1.3964e+00
PLA2R1	22925	NA	9.2038e-01	1.4069e+00
PLA2R1	ENSG00000153246	chr2	9.2038e-01	1.4069e+00
PLAA	9373	NA	7.2635e-01	7.1322e-01
PLAA	ENSG00000137055	chr9	7.2635e-01	7.1322e-01
PLAAT1	57110	NA	1.2583e+00	-3.0055e-01
PLAAT1	ENSG00000127252	chr3	1.2583e+00	-3.0055e-01
PLAAT2	54979	NA	1.5245e+00	1.2443e+00
PLAAT2	ENSG00000133328	chr11	1.5245e+00	1.2443e+00
PLAAT3	11145	NA	1.8075e+00	-1.5598e-01
PLAAT3	ENSG00000176485	chr11	1.8075e+00	-1.5598e-01
PLAAT4	5920	NA	1.3742e+00	1.4279e+00
PLAAT4	ENSG00000133321	chr11	1.3742e+00	1.4279e+00
PLAAT5	117245	NA	1.3400e+00	-5.5596e-01
PLAAT5	ENSG00000168004	chr11	1.3400e+00	-5.5596e-01
PLAC1	10761	NA	NA	9.0682e-01
PLAC1	ENSG00000170965	chrX	NA	9.0682e-01
PLAC8	51316	NA	9.3940e-01	1.0601e+00
PLAC8	ENSG00000145287	chr4	9.3940e-01	1.0601e+00
PLAC8L1	153770	NA	1.2683e+00	1.0410e+00
PLAC8L1	ENSG00000173261	chr5	1.2683e+00	1.0410e+00
PLAC9	219348	NA	1.6947e+00	-5.6734e-02
PLAC9	ENSG00000189129	chr10	1.6947e+00	-5.6734e-02
PLAG1	5324	NA	3.7024e-01	2.5846e+00
PLAG1	ENSG00000181690	chr8	3.7024e-01	2.5846e+00
PLAGL1	5325	NA	1.0339e+00	1.9007e+00
PLAGL1	ENSG00000118495	chr6	1.0339e+00	1.9007e+00
PLAGL2	5326	NA	4.5325e-01	3.2528e+00
PLAGL2	ENSG00000126003	chr20	4.5325e-01	3.2528e+00
PLAT	5327	NA	8.1556e-01	9.9307e-01
PLAT	ENSG00000104368	chr8	8.1556e-01	9.9307e-01
PLAU	5328	NA	8.7901e-01	1.6479e+00
PLAU	ENSG00000122861	chr10	8.7901e-01	1.6479e+00
PLAUR	5329	NA	9.4125e-01	5.4663e-01
PLAUR	ENSG00000011422	chr19	9.4125e-01	5.4663e-01
PLB1	151056	NA	1.1836e+00	-4.1752e-01
PLB1	ENSG00000163803	chr2	1.1836e+00	-4.1752e-01
PLBD1	79887	NA	1.1804e+00	1.3094e+00
PLBD1	ENSG00000121316	chr12	1.1804e+00	1.3094e+00
PLBD2	196463	NA	9.4250e-01	9.5821e-01
PLBD2	ENSG00000151176	chr12	9.4250e-01	9.5821e-01
PLCB1	23236	NA	3.6346e-01	5.0732e+00
PLCB1	ENSG00000182621	chr20	3.6346e-01	5.0732e+00
PLCB2	5330	NA	9.4777e-01	1.5006e+00
PLCB2	ENSG00000137841	chr15	9.4777e-01	1.5006e+00
PLCB3	5331	NA	4.4547e-01	4.5627e+00
PLCB3	ENSG00000149782	chr11	4.4547e-01	4.5627e+00
PLCB4	5332	NA	5.2056e-01	4.8036e+00
PLCB4	ENSG00000101333	chr20	5.2056e-01	4.8036e+00
PLCD1	5333	NA	9.9025e-01	1.8132e+00
PLCD1	ENSG00000187091	chr3	9.9025e-01	1.8132e+00
PLCD3	113026	NA	9.2554e-01	1.0317e+00
PLCD3	ENSG00000161714	chr17	9.2554e-01	1.0317e+00
PLCD4	84812	NA	8.6114e-01	1.7421e+00
PLCD4	ENSG00000115556	chr2	8.6114e-01	1.7421e+00
PLCE1	51196	NA	5.7073e-01	2.8092e+00
PLCE1	ENSG00000138193	chr10	5.7073e-01	2.8092e+00
PLCG1	ENSG00000124181	chr20	4.8656e-01	4.4158e+00
PLCG2	5336	NA	4.8024e-01	-1.5446e+00
PLCG2	ENSG00000197943	chr16	4.8024e-01	-1.5446e+00
PLCH1	23007	NA	5.8696e-01	2.9936e+00
PLCH1	ENSG00000114805	chr3	5.8696e-01	2.9936e+00
PLCH2	9651	NA	8.6054e-01	-7.0699e-02
PLCH2	ENSG00000149527	chr1	8.6054e-01	-7.0699e-02
PLCL1	5334	NA	6.3009e-01	1.8658e+00
PLCL1	ENSG00000115896	chr2	6.3009e-01	1.8658e+00
PLCL2	23228	NA	1.1496e-01	4.7001e+00
PLCL2	ENSG00000154822	chr3	1.1496e-01	4.7001e+00
PLCXD1	55344	NA	1.5254e+00	-1.6854e+00
PLCXD1	ENSG00000182378	chrX	1.5254e+00	-1.6854e+00
PLCXD2	257068	NA	1.0578e+00	1.6987e-01
PLCXD2	ENSG00000240891	chr3	1.0578e+00	1.6987e-01
PLCXD3	345557	NA	1.0944e+00	-4.9632e-01
PLCXD3	ENSG00000182836	chr5	1.0944e+00	-4.9632e-01
PLCZ1	89869	NA	1.0260e+00	-5.9558e-01
PLCZ1	ENSG00000139151	chr12	1.0260e+00	-5.9558e-01
PLD1	5337	NA	9.5614e-01	2.4468e-01
PLD1	ENSG00000075651	chr3	9.5614e-01	2.4468e-01
PLD2	5338	NA	9.9455e-01	7.6482e-01
PLD2	ENSG00000129219	chr17	9.9455e-01	7.6482e-01
PLD3	23646	NA	7.1659e-01	1.0757e+00
PLD3	ENSG00000105223	chr19	7.1659e-01	1.0757e+00
PLD4	122618	NA	1.2954e+00	-9.8619e-01
PLD4	ENSG00000166428	chr14	1.2954e+00	-9.8619e-01
PLD5	200150	NA	7.7861e-01	2.1745e+00
PLD5	ENSG00000180287	chr1	7.7861e-01	2.1745e+00
PLD5P1	ENSG00000283930	chr10	NA	3.1506e-01
PLD6	201164	NA	1.7470e+00	3.1097e-01
PLD6	ENSG00000179598	chr17	1.7470e+00	3.1097e-01
PLEC	5339	NA	6.1555e-01	-1.5773e+00
PLEC	ENSG00000178209	chr8	6.1555e-01	-1.5773e+00
PLEK	5341	NA	7.9447e-01	3.6273e-01
PLEK	ENSG00000115956	chr2	7.9447e-01	3.6273e-01
PLEK2	26499	NA	9.0195e-01	1.0103e+00
PLEK2	ENSG00000100558	chr14	9.0195e-01	1.0103e+00
PLEKHA1	ENSG00000107679	chr10	8.6966e-01	1.3654e-01
PLEKHA2	59339	NA	7.2190e-01	2.0580e+00
PLEKHA2	ENSG00000169499	chr8	7.2190e-01	2.0580e+00
PLEKHA3	65977	NA	7.1125e-01	2.3952e+00
PLEKHA3	ENSG00000116095	chr2	7.1125e-01	2.3952e+00
PLEKHA4	57664	NA	9.3705e-01	6.6801e-02
PLEKHA4	ENSG00000105559	chr19	9.3705e-01	6.6801e-02
PLEKHA5	54477	NA	3.7855e-01	1.2728e+00
PLEKHA5	ENSG00000052126	chr12	3.7855e-01	1.2728e+00
PLEKHA6	22874	NA	6.3758e-01	9.5717e-01
PLEKHA6	ENSG00000143850	chr1	6.3758e-01	9.5717e-01
PLEKHA7	144100	NA	7.2015e-01	5.9122e-01
PLEKHA7	ENSG00000166689	chr11	7.2015e-01	5.9122e-01
PLEKHA8	84725	NA	6.9659e-01	1.8983e+00
PLEKHA8	ENSG00000106086	chr7	6.9659e-01	1.8983e+00
PLEKHB1	58473	NA	1.0911e+00	4.1612e-01
PLEKHB1	ENSG00000021300	chr11	1.0911e+00	4.1612e-01
PLEKHB2	55041	NA	1.1957e+00	8.1448e-01
PLEKHB2	ENSG00000115762	chr2	1.1469e+00	8.2728e-01
PLEKHD1	400224	NA	9.3105e-01	9.6000e-01
PLEKHD1	ENSG00000175985	chr14	9.3105e-01	9.6000e-01
PLEKHF1	79156	NA	1.1478e+00	-6.0482e-01
PLEKHF1	ENSG00000166289	chr19	1.1478e+00	-6.0482e-01
PLEKHF2	79666	NA	6.2335e-01	2.5950e+00
PLEKHF2	ENSG00000175895	chr8	6.2335e-01	2.5950e+00
PLEKHG1	ENSG00000120278	chr6	5.6145e-01	1.8084e+00
PLEKHG2	64857	NA	8.2887e-01	7.9591e-01
PLEKHG2	ENSG00000090924	chr19	8.2887e-01	7.9591e-01
PLEKHG3	26030	NA	8.0714e-01	1.6779e+00
PLEKHG3	ENSG00000126822	chr14	8.0714e-01	1.6779e+00
PLEKHG4	25894	NA	7.4382e-01	2.3005e+00
PLEKHG4	ENSG00000196155	chr16	7.4382e-01	2.3005e+00
PLEKHG4B	ENSG00000153404	chr5	1.0716e+00	-7.4417e-01
PLEKHG5	57449	NA	6.3142e-01	1.6567e+00
PLEKHG5	ENSG00000171680	chr1	6.3142e-01	1.6567e+00
PLEKHG6	55200	NA	1.1115e+00	-1.7315e-01
PLEKHG6	ENSG00000008323	chr12	1.1115e+00	-1.7315e-01
PLEKHG7	440107	NA	1.0925e+00	4.1090e-01
PLEKHG7	ENSG00000187510	chr12	1.0925e+00	4.1090e-01
PLEKHH1	57475	NA	7.6488e-01	3.0512e+00
PLEKHH1	ENSG00000054690	chr14	7.6488e-01	3.0512e+00
PLEKHH2	130271	NA	7.9439e-01	-3.3100e+00
PLEKHH2	ENSG00000152527	chr2	7.9439e-01	-3.3100e+00
PLEKHH3	79990	NA	9.1301e-01	1.1865e-01
PLEKHH3	ENSG00000068137	chr17	9.1301e-01	1.1865e-01
PLEKHJ1	55111	NA	1.3382e+00	-1.1714e+00
PLEKHJ1	ENSG00000104886	chr19	1.3382e+00	-1.1714e+00
PLEKHM1	9842	NA	4.0715e-01	5.2250e+00
PLEKHM1	ENSG00000225190	chr17	4.0715e-01	5.2250e+00
PLEKHM2	23207	NA	8.0002e-01	1.9918e+00
PLEKHM2	ENSG00000116786	chr1	8.0002e-01	1.9918e+00
PLEKHM3	389072	NA	7.0560e-01	1.9121e+00
PLEKHM3	ENSG00000178385	chr2	7.0560e-01	1.9121e+00
PLEKHN1	84069	NA	1.1427e+00	-2.5665e+00
PLEKHN1	ENSG00000187583	chr1	1.1427e+00	-2.5665e+00
PLEKHO1	51177	NA	7.5862e-01	5.6781e-01
PLEKHO1	ENSG00000023902	chr1	7.5862e-01	5.6781e-01
PLEKHO2	80301	NA	8.8857e-01	9.1031e-01
PLEKHO2	ENSG00000241839	chr15	8.8857e-01	9.1031e-01
PLEKHS1	79949	NA	1.3343e+00	4.1203e-01
PLEKHS1	ENSG00000148735	chr10	1.3502e+00	5.1878e-01
PLET1	349633	NA	1.5743e+00	-2.6022e-01
PLET1	ENSG00000188771	chr11	1.5743e+00	-2.6022e-01
PLG	5340	NA	5.0951e-01	1.5159e+00
PLG	ENSG00000122194	chr6	5.0951e-01	1.5159e+00
PLGLB1	5343	NA	NA	NA
PLGLB1	ENSG00000183281	chr2	NA	NA
PLGLB2	5342	NA	NA	1.8477e+00
PLGLB2	ENSG00000125551	chr2	NA	1.8477e+00
PLGRKT	55848	NA	1.7004e+00	-1.9565e+00
PLGRKT	ENSG00000107020	chr9	1.7004e+00	-1.9565e+00
PLIN1	5346	NA	1.0633e+00	-9.4825e-01
PLIN1	ENSG00000166819	chr15	1.0633e+00	-9.4825e-01
PLIN2	123	NA	1.4408e+00	-1.4473e+00
PLIN2	ENSG00000147872	chr9	1.4408e+00	-1.4473e+00
PLIN3	10226	NA	1.1327e+00	-1.0707e-01
PLIN3	ENSG00000105355	chr19	1.1327e+00	-1.0707e-01
PLIN4	729359	NA	1.3907e+00	1.4581e-01
PLIN4	ENSG00000167676	chr19	1.3576e+00	1.3492e-01
PLIN5	440503	NA	1.3807e+00	-8.5409e-01
PLIN5	ENSG00000214456	chr19	1.3807e+00	-8.5409e-01
PLK1	5347	NA	2.0880e-01	4.0107e+00
PLK1	ENSG00000166851	chr16	2.0880e-01	4.0107e+00
PLK2	10769	NA	4.4726e-01	4.0351e+00
PLK2	ENSG00000145632	chr5	4.4726e-01	4.0351e+00
PLK3	1263	NA	7.4286e-01	1.2194e+00
PLK3	ENSG00000173846	chr1	7.4286e-01	1.2194e+00
PLK4	10733	NA	6.2555e-01	1.2193e+00
PLK4	ENSG00000142731	chr4	6.2555e-01	1.2193e+00
PLK5	126520	NA	1.1388e+00	-6.0628e-01
PLK5	ENSG00000185988	chr19	1.1388e+00	-6.0628e-01
PLLP	51090	NA	1.1732e+00	8.6823e-02
PLLP	ENSG00000102934	chr16	1.1732e+00	8.6823e-02
PLN	5350	NA	1.2283e+00	1.9751e-01
PLN	ENSG00000198523	chr6	1.2283e+00	1.9751e-01
PLOD1	5351	NA	9.0163e-01	9.2553e-01
PLOD1	ENSG00000083444	chr1	9.0163e-01	9.2553e-01
PLOD2	5352	NA	7.9150e-01	7.9113e-02
PLOD2	ENSG00000152952	chr3	7.9150e-01	7.9113e-02
PLOD3	8985	NA	9.1554e-01	3.6461e-03
PLOD3	ENSG00000106397	chr7	9.1554e-01	3.6461e-03
PLP1	5354	NA	3.4058e-01	3.0307e+00
PLP1	ENSG00000123560	chrX	3.4058e-01	3.0307e+00
PLP2	5355	NA	1.2654e+00	-1.3588e-01
PLP2	ENSG00000102007	chrX	1.2654e+00	-1.3588e-01
PLPBP	11212	NA	9.6798e-01	1.0508e+00
PLPBP	ENSG00000147471	chr8	9.6798e-01	1.0508e+00
PLPP1	8611	NA	1.0816e+00	5.4554e-01
PLPP1	ENSG00000067113	chr5	1.0816e+00	5.4554e-01
PLPP2	8612	NA	1.1235e+00	4.8945e-01
PLPP2	ENSG00000141934	chr19	1.1235e+00	4.8945e-01
PLPP3	8613	NA	4.0039e-01	2.1062e+00
PLPP3	ENSG00000162407	chr1	4.0039e-01	2.1062e+00
PLPP4	196051	NA	9.0263e-01	2.1822e+00
PLPP4	ENSG00000203805	chr10	9.0263e-01	2.1822e+00
PLPP5	84513	NA	1.6773e+00	4.0127e-01
PLPP5	ENSG00000147535	chr8	1.6773e+00	4.0127e-01
PLPP6	403313	NA	1.4695e+00	-2.4708e+00
PLPP6	ENSG00000205808	chr9	1.4695e+00	-2.4708e+00
PLPP7	84814	NA	1.0774e+00	8.3582e-01
PLPP7	ENSG00000160539	chr9	1.0774e+00	8.3582e-01
PLPPR1	54886	NA	5.1307e-01	2.1984e+00
PLPPR1	ENSG00000148123	chr9	5.1307e-01	2.1984e+00
PLPPR2	64748	NA	4.9637e-01	2.2972e+00
PLPPR2	ENSG00000105520	chr19	4.5130e-01	2.4209e+00
PLPPR3	79948	NA	8.0225e-01	-3.0182e+00
PLPPR3	ENSG00000129951	chr19	8.0225e-01	-3.0182e+00
PLPPR4	9890	NA	5.9656e-01	3.3211e+00
PLPPR4	ENSG00000117600	chr1	5.9656e-01	3.3211e+00
PLPPR5	163404	NA	7.1587e-01	2.2346e+00
PLPPR5	ENSG00000117598	chr1	7.1587e-01	2.2346e+00
PLRG1	5356	NA	5.1273e-01	3.1708e+00
PLRG1	ENSG00000171566	chr4	5.1273e-01	3.1708e+00
PLS1	5357	NA	5.8304e-01	1.6844e+00
PLS1	ENSG00000120756	chr3	5.8304e-01	1.6844e+00
PLS3	5358	NA	3.9141e-01	3.0524e+00
PLS3	ENSG00000102024	chrX	3.9141e-01	3.0524e+00
